"id","Geographic Area Name","TotalPop","PopUnder5","Pop5_9","Pop10_14","Pop15_19","Pop20_24","Pop25_29","Pop30_34","Pop35_39","Pop40_44","Pop45_49","Pop50_54","Pop55_59","Pop60_64","Pop65_69","Pop70_74","Pop75_79","Pop80_84","Pop85Up","Pop5_14","Pop15_17","PopUnder18","Pop18_24","Pop15_44","Pop16Up","Pop18Up","Pop21Up","Pop60Up","Pop62Up","Pop65Up","Pop75Up","Pop5Up","NonEnglishAtHome5Up","SpeakSpanish5Up","ForeignBorn5Up","Pop25Up","LessThanHighSchool25Up","HighSchoolPlus25Up","SomeCollege25Up","BachelorsUp25Up","PopWithDisability","PopMale","PopFemale","PopBlack","PopAmericanIndian","PopAsian","PopHawaiin","Pop2PlusRaces","PopWhite","PopHispanic","PopAmbulatoryDisability","PopSelfCareDisability","PopIndLivingDisability","TotalHouseholds","HousesWithFoodStamps","HousesWith60Plus","HousesWithChildren","HousesInPoverty","TotalHousePopulation","Income25kUnder","Income25k_50k","Income50k_75k","Income75k_100k","Income100kUp","TotalCivNonInstiPop","TotalCivNonInstiUnInsured","TotCivEmpPop16Up","TotEmpSelfEmployed","TotEmpAgriculture_Mining","TotEmpConstruction","TotEmpManufacturing","TotEmpWholesale","TotEmpRetail","TotEmpTransportation","TotEmpInformation","TotEmpFinance_Insurance","TotEmpProfessional","TotEmpEducation_Healthcare","TotEmpEntertainment_Food","TotEmpOther","TotEmpPublicAdministration","Worker16UpDroveAlone","Worker16UpCarpool","Worker16UpPublicTransportation","TotalWorkers16Up","TotWorkerManagement","TotWorkerService","TotWorkerSales_Office","TotWorkerConstruction_Maintenance","TotWorkerProduction_Transportation","TotWorkerMilitary","TotalOccupiedHousingUnits","Housing1Detached","Housing1Attached","Housing2Apartments","Housing3_4Apartments","Housing5_9Apartments","Housing10PlusApartments","HousingMobileHome"
"0500000US13311","White County, Georgia",28928,1257,1764,1577,2062,1754,1544,1368,1370,1653,1997,2189,2390,1788,1911,1838,1215,630,621,3341,1243,5841,2573,9751,23985,23087,21825,8003,7336,6215,2466,27671,1270,948,786,20514,3059,6477,6595,4383,4717,13985,14764,361,162,169,1,539,26613,902,0,0,0,11588,1313,5313,3153,1569,28479,3975,9343,4518,5087,5556,28749,3604,12294,4.1,346,888,1807,173,1616,522,196,380,881,2784,1484,584,633,10242,1077,15,12199,33,20.3,23,8.6,14.7,0.3,11588,8895,45,136,85,219,118,2090
"0500000US13313","Whitfield County, Georgia",103849,7050,7987,7664,7450,7006,7274,6618,6578,6784,7065,6852,6253,5277,4476,3775,2711,1634,1395,15651,4760,27461,9696,41710,79887,76388,72235,19268,17172,13991,5740,96799,30613,28993,19246,66692,20409,19304,16488,10491,11261,51005,52030,4037,729,1511,4,1157,60690,35796,0,0,0,36043,4149,13230,14036,5770,102450,18556,26955,23820,14423,18696,103035,18057,47247,2.2,215,3044,18978,1504,4591,1796,537,1205,2765,6569,3274,1792,977,39943,4810,19,46716,22.8,11.3,20.6,9.9,35.4,0,36043,23525,877,1315,1431,1882,2069,4944
"0500000US13315","Wilcox County, Georgia",8846,468,536,429,559,517,582,605,804,547,593,568,650,539,513,311,210,225,190,965,259,1692,817,3614,7322,7154,6741,1988,1762,1449,625,8378,415,405,247,6337,1123,3069,1425,720,1059,3266,3492,1594,26,0,0,67,4726,281,0,0,0,2606,408,1249,687,529,6742,1779,1934,1070,1002,957,6758,1123,2418,3.2,211,209,232,75,239,151,37,49,123,480,39,201,372,2044,210,9,2375,29.1,22,17.6,16.4,15,0,2606,1812,3,38,12,45,33,663
"0500000US13317","Wilkes County, Georgia",9884,558,539,561,758,501,473,442,571,463,592,717,769,688,664,626,409,203,350,1100,401,2059,858,3208,8063,7825,7355,2940,2626,2252,962,9326,538,451,408,6967,1362,3122,1607,876,1719,4685,5086,4134,0,85,0,75,4988,475,0,0,0,3879,758,1884,949,802,9748,2875,2271,2056,1034,1512,9771,1522,4035,1,282,185,770,81,380,267,29,198,180,1019,219,201,224,3261,451,4,3980,22.4,21.6,17.7,11,26.3,1,3879,2864,49,183,91,37,16,639
"0500000US13319","Wilkinson County, Georgia",9078,506,566,656,575,488,477,494,569,533,492,699,748,621,544,399,264,200,247,1222,359,2087,704,3136,7196,6991,6653,2275,2055,1654,711,8572,216,199,149,6287,976,3288,1355,668,1352,4315,4675,3512,9,0,6,95,5117,251,0,0,0,3237,523,1448,818,752,8971,2618,2097,1687,1250,1319,8990,888,3258,1.9,252,227,428,23,337,186,38,188,185,675,157,214,348,2781,259,10,3188,23.8,19.9,21.4,15.7,19.2,0,3237,2117,15,13,38,99,0,955
"0500000US13321","Worth County, Georgia",20656,1287,1496,1204,1241,1243,1296,1431,870,1247,1193,1464,1493,1447,1224,1054,742,361,363,2700,815,4802,1669,7328,16426,15854,15143,5191,4447,3744,1466,19369,375,319,268,14185,2659,5932,4124,1470,3578,9979,10520,5785,77,70,5,467,13799,426,0,0,0,8038,1889,3365,2466,1491,20499,4674,5277,3882,3267,3399,20499,3608,8801,2.9,392,767,1405,306,1056,409,57,414,807,1680,487,469,552,7657,572,0,8722,25,16,21,15.3,22.6,0,8038,4668,90,423,43,100,135,2579
"0500000US15001","Hawaii County, Hawaii",197658,12026,12554,11759,11011,10619,11605,12182,11356,11609,11368,12353,14353,16650,14530,9464,5567,3755,4897,24313,6881,43220,14749,68382,159370,154438,148538,54863,47654,38213,14219,185632,40547,4879,23338,139689,10552,42529,45412,41196,26910,97097,99068,1326,849,44107,24241,56479,59608,24859,0,0,0,68412,13250,35782,19411,11406,194051,30617,33479,33783,29129,67043,196165,10276,86515,4.9,3944,6873,1988,1632,11059,4110,1119,4620,9386,17633,14038,4251,5862,62232,11498,1048,84396,32.3,24,22.9,11.2,9.4,0.2,68412,55971,2174,1360,1725,2587,4386,209
"0500000US15003","Honolulu County, Hawaii",987638,63874,57279,57914,53688,74176,79019,72281,64642,59724,60184,60934,61084,56407,52610,37197,26704,21147,28774,115193,31962,211029,95902,403530,798404,776609,740918,222839,199097,166432,76625,923764,258352,17667,191647,680707,56632,178520,211878,233677,102164,457745,482163,17790,1257,414031,92116,227844,158854,89419,0,0,0,311525,30132,139961,103622,27982,923938,71036,110891,129889,123435,488687,939908,33533,470748,3.2,3211,33550,15556,11173,53463,29608,7776,32354,46520,101267,69218,20128,46924,318885,71763,41756,498142,34.5,20.2,22.4,9,9.4,4.6,311525,146541,37412,5667,13763,21302,86357,483
"0500000US15005","Kalawao County, Hawaii",75,4,0,0,2,0,2,6,6,2,3,9,20,9,2,1,1,5,3,0,0,4,2,18,71,71,69,21,19,12,9,71,13,0,2,69,9,19,24,17,17,38,32,2,2,17,18,15,16,2,0,0,0,47,1,11,0,4,63,9,6,18,3,27,70,2,57,0,1,2,0,0,4,5,0,3,0,6,11,3,22,18,6,0,55,16.4,43.6,23.6,3.6,12.7,0,47,40,0,0,0,4,3,0
"0500000US15007","Kauai County, Hawaii",71377,4416,4686,4153,3767,3659,4259,4503,4241,4444,4517,4788,5127,5379,5090,2986,2229,1560,1573,8839,2476,15731,4950,24873,57366,55646,53537,18817,16553,13438,5362,66961,14073,714,12298,50696,4162,15243,16323,14968,7017,34935,35705,444,385,24126,6406,15984,20853,7712,0,0,0,22524,2135,11526,6929,2174,70376,5906,9896,9507,10336,34731,70640,3486,36129,3.1,1090,2686,845,549,3893,1993,285,2487,3804,5709,9006,1552,2230,27926,3239,309,35322,28.1,30.8,20.6,10.4,9.8,0.3,22524,17816,1231,730,890,784,1054,19
"0500000US15009","Maui County, Hawaii",165281,10068,10595,9841,9206,8365,9902,11376,10888,11032,10900,11569,12205,11474,10466,6732,4132,3044,3486,20436,6013,36517,11558,60769,132234,128764,123899,39334,34940,27860,10662,155213,35154,5840,30673,117206,9341,37322,39405,31138,17762,81441,82284,878,236,47959,17885,36486,49683,18332,0,0,0,54274,5379,26117,18049,5040,162128,14141,19610,24880,25865,77632,163725,8327,83997,5.6,1823,6623,2034,1673,9663,4199,1049,5946,8917,14288,19161,3648,4973,59871,11445,2213,82313,29.7,28.6,22.2,9.9,9.3,0.3,54274,35945,3773,1808,2507,3427,6613,201
"0500000US16001","Ada County, Idaho",446052,26579,30626,32559,30597,27405,31973,32233,33228,29239,29735,28417,28333,25031,22047,15089,9677,6737,6547,63185,19383,109147,38619,184675,350351,336905,319523,85128,74075,60097,22961,419473,35642,16933,25468,298286,14497,68554,102595,112640,44581,217209,221595,5925,2252,11923,895,13193,373631,34444,0,0,0,168741,12639,56393,50813,19340,436614,52601,76570,83779,65997,157667,438804,36345,221254,4.6,3211,13463,19391,6261,26084,9561,4711,15693,28610,51047,20208,9586,13428,177217,16584,901,219112,43.2,16.4,23.9,7.2,9.1,0.2,168741,127002,6993,3016,8189,4204,12917,6420
"0500000US16003","Adams County, Idaho",4019,154,205,244,253,98,134,165,201,174,173,244,459,387,408,314,197,127,82,449,134,737,217,1025,3387,3282,3139,1515,1376,1128,406,3865,164,90,68,3065,318,1154,1009,584,913,2068,1926,11,45,0,8,94,3700,136,0,0,0,1675,114,1004,346,210,3952,558,1491,701,671,531,3994,662,1517,7,213,145,124,7,143,57,22,58,157,292,213,19,67,1055,193,12,1490,32.5,18.5,22.2,14.6,12.1,0,1675,1366,0,15,70,10,0,214
"0500000US16005","Bannock County, Idaho",85065,6280,6285,6341,6508,6234,6723,6191,5975,4550,4257,4444,5049,4843,4272,2642,2033,1204,1234,12626,3713,22619,9029,36181,64963,62446,58316,16228,14223,11385,4471,78785,6037,2912,3429,53417,4351,14134,20383,14549,13628,41793,42210,553,2462,1391,174,2632,70702,7080,0,0,0,30841,4377,11104,10246,5085,82851,13714,20856,15884,12999,19398,84003,7515,36974,3,901,2301,2951,752,4547,1938,564,2658,3159,10364,3275,1267,2297,27808,4030,497,36189,36.3,17.7,23.9,8.9,13.1,0.2,30841,21146,1291,1525,1968,881,1602,2428
"0500000US16007","Bear Lake County, Idaho",5962,438,516,362,426,298,308,331,384,273,300,312,418,375,475,246,193,178,129,878,284,1600,440,2020,4551,4362,4162,1596,1436,1221,500,5524,154,130,209,3922,244,1523,1360,795,803,2890,3033,21,26,74,0,56,5538,249,0,0,0,2350,166,1051,730,357,5923,933,1416,1082,1220,1272,5923,373,2514,5.6,447,162,173,51,216,182,43,81,120,655,211,129,44,1697,421,11,2421,26,20.7,20.7,19.7,12.9,0,2350,2061,4,0,66,26,81,112
"0500000US16009","Benewah County, Idaho",9086,521,590,617,645,330,408,394,490,443,514,619,776,752,739,487,376,211,174,1207,397,2125,578,2710,7206,6961,6649,2739,2403,1987,761,8565,288,117,99,6383,748,2484,2184,967,1796,4571,4431,6,865,32,22,256,7628,309,0,0,0,3346,469,1687,918,504,9002,1668,2311,2301,1217,1505,9002,1147,3429,2.8,258,233,498,51,207,240,44,43,202,773,454,203,223,2624,290,20,3331,23.8,22.3,16.8,15.7,21.3,0,3346,2317,36,32,120,114,97,630
"0500000US16011","Bingham County, Idaho",45551,3555,4310,3975,3643,2904,2410,2756,2665,2824,2435,2520,2590,2730,2367,1373,1114,689,691,8285,2447,14287,4100,17202,32779,31264,29563,8964,7716,6234,2494,41996,6914,5631,2834,27164,3386,8153,10006,5619,6338,22560,22704,121,2926,348,2,1398,33401,8148,0,0,0,14772,1756,5943,5720,1868,45239,6126,11107,11508,6559,9939,45264,4989,19674,3.8,2030,1236,1970,633,1915,1106,136,708,2133,4850,1292,872,793,14740,2377,373,19329,33.1,17.6,19,14.3,15.8,0.2,14772,11391,205,264,685,342,225,1660
"0500000US16013","Blaine County, Idaho",21994,1160,1308,1605,1442,1065,980,1152,1280,1504,1543,1604,1935,1612,1410,1081,583,373,357,2913,962,5035,1545,7423,17744,16959,16221,5416,4723,3804,1313,20834,4162,3866,3144,15414,1788,3399,4335,5892,2089,11251,10717,76,4,248,89,442,16587,4793,0,0,0,8190,465,3608,2206,904,21601,3556,4748,3539,3983,5775,21968,3099,12435,6.8,233,1413,496,47,1677,390,175,687,1874,2135,2264,431,613,9220,850,287,12246,30.2,25.3,21.5,13.1,9.9,0,8190,5501,162,494,585,342,341,765
"0500000US16015","Boise County, Idaho",7163,216,201,554,489,181,227,258,380,350,403,625,699,828,707,522,255,112,156,755,312,1283,358,1885,6106,5880,5643,2580,2240,1752,523,6947,247,88,169,5522,346,1512,2162,1502,1031,3775,3361,16,81,78,5,190,6535,303,0,0,0,3110,290,1706,670,338,7084,1037,1697,1528,728,2094,7136,724,2858,3,157,277,309,36,296,167,47,98,444,643,161,49,174,2000,316,8,2810,44.5,12.2,21.6,10.5,11.1,0,3110,2547,13,41,5,5,6,493
"0500000US16017","Bonner County, Idaho",42711,2067,2262,2596,2443,1756,1817,2146,2146,2623,2369,3033,3523,4127,3906,2388,1756,949,804,4858,1610,8535,2589,12931,35274,34176,32980,13930,12164,9803,3509,40644,1070,568,969,31587,2891,9619,11772,7305,7036,21196,21217,125,398,282,54,904,39616,1269,0,0,0,17584,1723,9165,4480,2546,42275,7862,10332,8721,6586,8774,42413,4908,17690,6.2,615,1749,2395,323,2414,1157,253,790,1617,3220,1748,846,563,12935,1688,89,17241,28.2,16.6,22,14.2,19.1,0,17584,13173,427,149,277,365,673,2520
"0500000US16019","Bonneville County, Idaho",112397,9566,10128,9830,8145,6939,7491,8008,7785,6230,5770,6061,5924,6207,5195,3270,2462,1556,1830,19958,5519,35043,9565,44598,81028,77354,73080,20520,18057,14313,5848,102831,11752,10261,6278,67789,5624,17700,24084,20381,15811,55452,55798,575,446,1036,159,2836,92739,14254,0,0,0,39000,4789,14005,15131,4534,110899,14099,25553,22890,16749,31608,111250,9656,49395,4.5,1546,3472,4309,1736,5813,2298,839,1890,7165,11614,4695,2178,1840,38158,5205,1499,48532,37.4,17,22,10.5,13.1,0.1,39000,28329,2236,490,2814,1070,2041,2020
"0500000US16021","Boundary County, Idaho",11549,695,844,694,776,496,470,588,613,723,649,729,737,1102,1053,486,398,176,320,1538,507,2740,765,3666,9200,8809,8498,3535,3099,2433,894,10854,448,146,491,8044,641,3306,2568,1529,1640,5687,5781,33,113,90,26,346,10383,564,0,0,0,4605,541,2450,1269,686,11437,1667,3140,2213,1929,2488,11468,2199,4401,4.2,471,249,517,149,478,160,44,141,314,928,340,326,284,3282,432,18,4219,25.4,23.7,20.2,15.5,15.2,0,4605,3702,12,11,75,169,53,583
"0500000US16023","Butte County, Idaho",2602,89,232,195,119,25,110,133,199,140,151,132,278,233,183,140,69,68,106,427,71,587,73,726,2076,2015,1966,799,742,566,243,2513,34,19,25,1942,97,716,776,353,412,1329,1232,4,0,0,0,0,2486,71,0,0,0,1050,79,531,247,167,2556,547,571,509,412,517,2561,318,967,11.3,150,38,20,11,121,78,11,16,115,186,56,75,90,737,109,9,965,35.1,17.3,17.8,14.2,15.5,0,1050,866,6,0,17,3,26,132
"0500000US16025","Camas County, Idaho",886,63,66,67,55,25,34,25,64,35,58,52,61,73,75,60,28,17,28,133,25,221,55,238,681,665,635,281,243,208,73,823,8,8,15,610,39,232,220,119,129,433,453,0,0,0,0,2,876,8,0,0,0,357,23,198,77,72,886,167,254,130,133,202,886,114,382,11.3,63,54,20,1,30,13,13,19,24,58,48,29,10,311,23,0,382,36.4,16.8,17.8,20.7,8.4,0,357,287,0,5,0,0,0,65
"0500000US16027","Canyon County, Idaho",212230,16385,17087,18404,16479,14011,14234,13783,14294,12752,12578,11916,11742,10606,9436,7726,4897,2872,3028,35491,10313,62189,20177,85553,156717,150041,140556,38565,34270,27959,10797,195845,36284,32828,17680,129864,19989,41573,44561,23741,29289,103945,106800,693,2339,1839,487,7741,148745,53058,0,0,0,70847,11040,25287,27290,10490,208725,29948,58680,50268,29004,40825,210745,31074,91663,3.9,4419,8899,9940,2416,11143,4997,1652,4062,9063,18376,7804,5348,3544,70045,10744,249,89619,26.6,19.3,22.5,15.2,16.3,0.1,70847,55245,2025,1636,2760,1422,2153,5606
"0500000US16029","Caribou County, Idaho",6918,470,595,581,475,377,317,439,511,343,397,374,434,461,400,245,177,226,96,1176,381,2027,471,2462,5094,4891,4702,1605,1362,1144,499,6448,233,219,199,4420,344,1439,1759,878,890,3496,3356,0,12,7,0,157,6291,387,0,0,0,2618,188,1102,1018,228,6829,725,1317,1523,1258,2006,6852,534,3011,5.3,568,336,420,43,277,134,3,53,139,627,146,173,92,2172,510,0,2957,31.8,14.3,18.1,19.2,16.6,0,2618,2227,18,62,79,14,26,192
"0500000US16031","Cassia County, Idaho",23615,1960,2132,2274,1860,1484,1397,1421,1381,1434,1255,1210,1295,1289,1167,695,454,385,522,4406,1257,7623,2087,8977,16792,15992,15208,4512,3924,3223,1361,21655,4620,4242,2600,13905,2440,4164,4718,2583,3191,11864,11434,40,269,137,20,270,16322,6337,0,0,0,7904,908,2850,3325,1166,23213,3219,6272,5794,3157,4771,23298,3668,10138,6.1,2125,532,1380,263,1106,521,199,267,620,1802,655,471,197,7858,1301,32,9926,27.1,13.4,18.8,18.6,21.9,0.2,7904,6207,119,65,175,182,217,939
"0500000US16033","Clark County, Idaho",1077,100,94,86,130,75,62,109,29,69,67,67,19,59,70,12,17,12,0,180,50,330,155,474,790,747,638,170,155,111,29,977,445,418,303,592,232,140,128,92,55,570,507,7,96,0,0,14,465,505,0,0,0,305,79,110,147,45,1056,202,342,237,198,77,1077,295,463,6.3,262,33,36,0,21,2,4,0,0,27,70,2,6,326,49,0,446,16.8,9.6,13,43.3,17.3,0,305,196,0,0,0,12,0,97
"0500000US16035","Clearwater County, Idaho",8640,311,389,394,464,396,458,410,444,485,545,623,650,818,690,641,449,264,209,783,334,1428,526,2657,7419,7212,7010,3071,2686,2253,922,8329,385,194,199,6686,700,2330,2527,1129,1684,3885,3803,19,143,27,8,170,7082,250,0,0,0,3707,346,2078,675,523,7654,1280,2523,1623,1057,1171,7688,856,2939,2.3,327,221,412,42,250,156,40,57,95,837,198,93,211,2096,337,6,2835,28.3,23,17.1,15.9,15.7,0,3707,2678,28,26,61,28,108,778
"0500000US16037","Custer County, Idaho",4141,153,170,220,261,173,124,155,208,168,205,317,402,344,458,317,109,125,232,390,167,710,267,1089,3575,3431,3290,1585,1447,1241,466,3988,110,100,52,3164,335,944,1156,729,935,2139,1976,4,35,0,0,222,3731,179,0,0,0,1761,114,982,340,360,4022,966,1039,621,796,600,4115,485,1619,9.5,324,209,56,12,153,196,7,27,89,229,222,33,62,1008,210,19,1540,34.7,19,17.2,20.3,8.8,0,1761,1389,0,16,45,9,23,279
"0500000US16039","Elmore County, Idaho",26433,2081,2113,1571,1560,2752,2314,1969,1303,1450,1368,1671,1408,1458,1197,878,556,481,303,3684,993,6758,3319,11348,20375,19675,18808,4873,4236,3415,1340,24352,3336,2525,2307,16356,1738,4582,7346,2690,3330,11736,12138,432,347,583,50,977,17506,4135,0,0,0,10285,1256,3386,3429,1328,23854,4651,6766,4905,3536,3996,23874,2816,9733,3.1,853,572,1346,60,1250,673,100,376,628,1518,830,367,1160,9624,1354,62,11928,23.9,14.5,19.7,18.9,17.1,6,10285,7132,735,505,488,186,129,1110
"0500000US16041","Franklin County, Idaho",13279,1021,1189,1395,1170,605,768,704,835,893,718,702,743,732,639,352,303,314,196,2584,803,4408,972,4975,9424,8871,8357,2536,2269,1804,813,12258,442,380,366,7899,694,2869,2909,1427,1883,6769,6472,32,86,8,7,147,12076,891,0,0,0,4294,189,1606,1684,485,13226,1325,3461,2972,2119,3349,13241,1382,5861,6,627,479,1116,201,704,273,48,224,230,1179,411,204,165,4667,560,47,5758,27.4,12.4,21.3,17.9,21,0,4294,3800,75,64,150,25,55,125
"0500000US16043","Fremont County, Idaho",12965,832,912,1060,1109,788,658,767,892,712,709,756,798,827,671,583,363,302,226,1972,700,3504,1197,4926,9917,9461,8880,2972,2704,2145,891,12133,1181,1038,653,8264,1016,2646,2876,1726,1609,6231,6164,30,4,19,41,262,10619,1508,0,0,0,4309,355,1948,1635,566,12382,1424,3089,2895,2493,2481,12395,1331,5212,4.8,518,542,427,157,562,389,118,69,327,1082,419,208,394,4073,572,62,5125,29.1,16.1,20.8,18.2,15.8,0.1,4309,3439,21,31,56,42,28,692
"0500000US16045","Gem County, Idaho",17052,926,854,1451,1058,979,855,765,606,991,1141,1164,1200,1435,1137,987,617,562,324,2305,752,3983,1285,5254,13580,13069,12654,5062,4538,3627,1503,16126,1271,1064,514,11784,1425,4621,3989,1749,3311,8294,8630,0,317,114,0,444,14889,1396,0,0,0,6583,879,3395,1667,1246,16916,3382,4592,4531,1931,2480,16924,2885,6654,3.6,404,764,520,226,966,514,14,214,395,1467,488,368,314,4833,959,4,6451,27.8,19.9,19.8,16.6,16,0,6583,5253,37,31,280,65,229,688
"0500000US16047","Gooding County, Idaho",15169,1024,1265,1182,1019,929,872,854,761,870,928,1067,1033,828,731,698,485,289,334,2447,685,4156,1263,5305,11463,11013,10572,3365,3037,2537,1108,14145,3272,3179,1977,9750,1974,3624,2671,1481,1988,7844,7237,15,116,54,45,450,10258,4365,0,0,0,5419,490,2247,1944,788,15071,2323,4033,4344,1590,2781,15081,2501,6970,5.5,1372,520,992,209,426,593,78,125,442,1061,508,428,216,5782,480,22,6912,25.9,14.4,18,26.3,15.4,0,5419,3912,17,75,87,101,162,1065
"0500000US16049","Idaho County, Idaho",16337,769,808,1048,942,790,759,735,696,796,817,1088,1370,1450,1426,1136,813,515,379,1856,614,3239,1118,4718,13491,13098,12570,5719,5129,4269,1707,15568,594,288,225,11980,1125,4209,4227,2419,3606,7957,7787,30,564,80,4,265,14400,475,0,0,0,6466,575,3789,1453,1073,15636,2877,5093,4109,1311,2246,15744,1721,6291,6.7,618,581,637,74,609,297,179,229,273,1171,687,446,490,4099,801,39,6196,29.3,19.6,21.3,15.3,14.5,0,6466,4925,203,51,113,15,55,1104
"0500000US16051","Jefferson County, Idaho",27969,2459,2776,2762,2406,1541,1613,1832,1972,1584,1419,1529,1681,1365,1012,855,618,333,212,5538,1647,9644,2300,10948,19525,18325,17079,4395,3690,3030,1163,25510,2484,2083,1097,16025,1749,4440,6220,3616,3038,14274,13674,24,154,142,14,565,24265,2941,0,0,0,8647,800,2761,3894,635,27942,2195,6156,7672,4432,7487,27948,2693,12485,4.6,1228,1200,1104,335,1431,748,213,589,1157,2477,772,513,718,9342,1375,284,12270,32.4,13.6,20.7,18.4,14.9,0,8647,7057,157,16,316,18,136,947
"0500000US16053","Jerome County, Idaho",23431,2039,2109,2081,1687,1395,1551,1608,1671,1152,1245,1340,1234,1384,866,953,477,360,279,4190,1041,7270,2041,9064,16823,16161,15337,4319,3813,2935,1116,21392,6449,6292,3630,14120,3150,4620,4252,2098,2757,11709,11606,29,102,129,83,401,14474,8298,0,0,0,7828,969,2951,3053,1103,23267,4245,6226,5391,2510,4895,23315,4586,10607,5,2467,379,1748,180,1138,748,149,363,645,1709,474,440,167,8177,1293,51,10248,25.2,13.1,18,24.5,19.2,0,7828,6197,213,90,200,91,155,882
"0500000US16055","Kootenai County, Idaho",153605,9216,10138,10152,9644,8723,9690,9552,9271,9229,9275,10027,10206,10829,9478,7242,5029,3169,2735,20290,6148,35654,12219,56109,121743,117951,112115,38482,34825,27653,10933,144389,4051,2006,3531,105732,7923,28700,42760,26349,20519,75112,77215,586,2108,1219,229,3922,138314,6879,0,0,0,60497,6364,25575,18609,7266,151673,19283,36325,34499,21203,40363,152327,15658,70446,5,1586,6462,6258,1460,8912,2919,1574,4176,7614,14727,7366,3882,3510,56460,6262,191,69197,32.5,18.6,24.6,11.7,12.4,0.2,60497,45082,1300,1809,2159,1537,3856,4754
"0500000US16057","Latah County, Idaho",39239,2137,2007,2011,4196,7024,3110,2277,2042,1643,1735,1962,2211,1950,1826,1221,783,644,460,4018,1240,7395,9980,20292,32698,31844,27142,6884,6032,4934,1887,37102,2274,819,2435,21864,800,4352,6851,9861,4703,19816,19258,386,458,1010,10,1025,34729,1687,0,0,0,15530,1240,4737,3497,3248,35939,7457,8817,6841,3908,8916,39074,2695,19601,3.6,956,869,1280,240,2520,469,249,643,1661,7634,1768,597,715,12776,1944,159,18917,44.1,17.2,19.6,8.1,11,0.1,15530,8016,762,615,904,1270,2357,1606
"0500000US16059","Lemhi County, Idaho",7798,371,427,380,418,304,292,354,376,368,367,485,647,769,709,648,288,219,376,807,260,1438,462,2112,6530,6360,6174,3009,2749,2240,883,7427,177,119,238,5898,462,1887,2306,1243,1373,3914,3815,0,15,0,7,320,7206,259,0,0,0,3549,224,2064,637,477,7595,1685,2158,1584,1014,1154,7729,969,3212,5.6,436,261,281,53,527,130,55,135,104,615,299,86,230,2218,370,4,3088,30.6,17.8,25.7,13,12.9,0,3549,2730,32,90,82,21,50,544
"0500000US16061","Lewis County, Idaho",3845,210,246,290,223,171,158,177,186,170,174,256,316,334,276,252,240,107,59,536,144,890,250,1085,3057,2955,2837,1268,1119,934,406,3635,119,31,77,2705,312,794,1130,469,929,1876,1926,9,273,54,1,122,3210,164,0,0,0,1632,189,886,364,266,3798,768,1045,942,436,607,3802,552,1515,5.7,192,130,140,41,122,76,17,36,68,380,103,61,149,1075,181,9,1466,31.7,22,15.1,16,15.3,0,1632,1187,15,29,55,23,17,306
"0500000US16063","Lincoln County, Idaho",5321,362,492,475,444,290,259,339,368,396,267,313,301,354,240,154,91,67,109,967,296,1625,438,2096,3890,3696,3459,1015,812,661,267,4959,1319,1248,753,3258,671,1128,1129,330,775,2752,2521,0,26,9,0,168,3507,1607,0,0,0,1687,177,666,683,220,5273,772,1694,1106,887,814,5273,1172,2494,2.9,467,253,246,71,217,110,21,83,241,492,116,74,103,1689,413,30,2436,22.9,19.6,15.7,25,16.8,0,1687,1246,4,3,22,20,6,386
"0500000US16065","Madison County, Idaho",38705,3859,2526,2635,4446,8946,4268,1844,1551,1386,1188,1216,1421,935,792,631,458,252,351,5161,1553,10573,11839,22441,29165,28132,24165,3419,3043,2484,1061,34846,3594,2326,1556,16293,666,2559,7145,5923,2980,19410,19097,98,40,447,53,1056,34096,2874,0,0,0,10625,1320,2036,4162,3140,38214,9901,10632,6339,4358,6984,38507,2790,17962,3.4,775,971,964,499,2192,517,238,571,1562,6540,2203,382,548,12126,2338,109,17509,39.6,19.8,21.3,7.9,11.4,0,10625,4930,657,376,987,703,2467,505
"0500000US16067","Minidoka County, Idaho",20615,1599,1943,1391,1514,1366,1224,1162,1508,1014,1047,1070,1299,1256,1075,774,578,377,418,3334,991,5924,1889,7788,15331,14691,13826,4478,3962,3222,1373,19016,5570,5371,3173,12802,2763,3784,4544,1711,2927,10339,10200,26,187,82,22,322,12779,7198,0,0,0,7279,705,2882,2812,1256,20517,3292,5758,5189,2582,3696,20539,4017,9339,3.1,1393,329,1685,650,824,674,124,411,284,1475,511,669,310,7855,997,11,9261,20.8,14.6,19,21.3,24,0.2,7279,5817,94,239,178,136,165,650
"0500000US16069","Nez Perce County, Idaho",40155,2458,2302,2458,2454,2628,2730,2501,2243,2262,2297,2530,2939,2565,2345,1862,1405,991,1185,4760,1482,8700,3600,14818,32420,31455,29992,10353,9304,7788,3581,37697,1697,611,619,27855,2153,9161,10449,6092,7008,19458,20087,99,2387,320,37,1053,34455,1515,0,0,0,16302,2075,6755,4694,2148,39115,5931,9044,7845,6604,9691,39545,4080,18892,2.7,813,1010,2622,476,2589,769,343,1006,1072,4627,1721,935,909,15150,1414,59,18467,32.1,19.2,20.9,10.8,16.9,0,16302,11450,593,545,865,525,758,1566
